User-ID,ISBN,Rating,Title,Author,Year,Publisher
277945,0515137111,8,Birthright,Nora Roberts,2004,Jove Books
277946,080505801X,7,Smack,Melvin Burgess,1998,Henry Holt and Co. (BYR)
277953,0803251246,8,Wooden Leg a Warrior Who Fought Custer,T. B. Marquis,1962,University of Nebraska Press
277954,0140096922,9,Joke,Milan Kundera,1986,Penguin USA
277954,0312952716,0,A Simple Plan,Scott Smith,1994,St. Martin's Press
277954,0375507876,9,Prague : A Novel,ARTHUR PHILLIPS,2002,Random House
277954,0425147517,0,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group
277954,0446310492,0,To Kill a Mockingbird,Harper Lee,1985,Warner Books
277954,0446794031,0,Sybil.,Flora Rheta. Schreiber,1973,McGraw-Hill
277954,0465014909,0,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,2000,Basic Books
277954,0500976147,10,"2002 World Press Photo (World Press Photo, 2002)",World Press Photo Foundation,2002,Thames & Hudson
277954,0500976236,10,World Press Photo 2003,World Press Photo Foundation,2003,Thames & Hudson
277954,0970559100,5,Memories of the Old Plantation Home: A Creole Family Album,Laura Locoul Gore,2000,Zoe Co
277954,1888363576,0,Grand Central Winter: Stories from the Street,Lee Stringer,1998,Seven Stories Press
277954,3822800740,10,Gaudi: 1852-1926 : Antoni Gaudi I Cornet-A Life Devoted to Architecture (Big Series : Architecture and Design),Rainer Zerbst,1996,Benedikt Taschen Verlag
277958,0142001740,9,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
277959,0156027321,8,Life of Pi,Yann Martel,2003,Harvest Books
277959,0446529788,6,A Kiss Remembered: A Classic Love Story,Sandra Brown,2002,Warner Books
277959,0553802542,7,Thursday's Child,Sandra Brown,2002,Bantam Books
277959,0684855631,0,The Empty Chair,Jeffery Deaver,2000,Simon & Schuster
277959,0688179088,8,Do Fish Drink Water? : Puzzling and Improbable Questions and Answers,Bill McLain,2000,HarperResource
277959,0743204697,10,The Woman Next Door,Barbara Delinsky,2001,Simon & Schuster
277959,0767905385,6,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway
277959,0864427654,0,Love And War in the Apennines,Eric Newby,1999,Lonely Planet Publications
277959,1551668904,7,Honor Bound,Sandra Brown,2002,Mira Books
277962,0028638670,5,The Unofficial Guide to Online Genealogy,Pamela Rice Hahn,2000,John Wiley & Sons
277962,0099312107,0,The wild life of the domestic cat,Roger K Tabor,1983,Arrow Books
277962,014029628X,0,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books
277962,0380710846,0,Caesar's Women (Masters of Rome Series),Colleen McCullough,1997,Avon
277962,0446386405,0,How to Live Cat,Stephen Baker,1989,Warner Books
277962,0451169530,0,The Stand: Complete and Uncut,Stephen King,1991,Signet Book
277962,0863580424,0,Oranges Are Not the Only Fruit,Jeanette Winterson,1985,Harpercollins
277962,0886777631,0,"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,Daw Books
277964,0307101711,10,The very best picnic (A First Little Golden Book),Eugenie,1988,Western Pub. Co
277965,0020198906,0,Joshua,Joseph F Girzone,1987,Macmillan
277965,0060173289,0,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins
277965,0062701649,8,Never Call Your Broker on Monday: And 300 Other Financial Lessons You Can't Afford Not to Know,Nancy Dunnan,1997,HarperResource
277965,0312312873,7,Spin Sisters : How the Women of the Media Sell Unhappiness --- and Liberalism --- to the Women of America,Myrna Blyth,2004,St. Martin's Press
277965,0316666343,0,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
277965,0316789089,5,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown"
277965,0345353145,0,Sphere,MICHAEL CRICHTON,1988,Ballantine Books
277965,0345354613,0,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books
277965,0345378482,0,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books
277965,0345378490,0,Congo,Michael Crichton,1995,Ballantine Books
277965,0345380371,0,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books
277965,0345391055,0,Disclosure,Michael Crichton,1994,Ballantine Books
277965,0345402871,0,Airframe,Michael Crichton,1997,Ballantine Books
277965,034540288X,0,The Lost World,Michael Crichton,1996,Ballantine Books
277965,0345417623,0,Timeline,MICHAEL CRICHTON,2000,Ballantine Books
277965,0374190666,10,Longitudes and Attitudes: Exploring the World After September 11,Thomas L. Friedman,2002,Farrar Straus & Giroux
277965,038097584X,0,What Looks Like Crazy on an Ordinary Day: A Novel (Oprah's Book Club (Hardcover)),Pearl Cleage,1997,William Morrow & Company
277965,0385484518,10,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday
277965,0395900239,8,Five Little Monkeys Jumping on the Bed,Eileen Christelow,1998,Houghton Mifflin Co
277965,0399141464,8,Cause of Death,Patricia Daniels Cornwell,1996,Putnam Pub Group
277965,0399145087,7,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group
277965,0425174808,0,Tom Clancy's Op-Center: Divide and Conquer (Tom Clancy's Op Center (Paperback)),Tom Clancy,2000,Berkley Publishing Group
277965,0425176932,0,"Breaking Point (Tom Clancy's Net Force, No. 4)",Steve Perry,2000,Berkley Publishing Group
277965,0425182673,0,"Cybernation (Tom Clancy's Net Force, No. 6)",Steve Perry,2001,Berkley Publishing Group
277965,0425190919,0,"Sea of Fire (Op-Center Series, Volume 10)",Jeff Rovin,2003,Berkley Publishing Group
277965,0440164842,0,Noble House: A Novel of Contemporary Hong Kong,James Clavell,1984,Dell
277965,0446392251,9,Is Paris Burning?,Larry Collins,1991,Warner Books
277965,0446526126,8,Ten Things I Wish I'd Known Before I Went Out into the Real World,Maria Shriver,2000,Warner Books
277965,044840124X,8,The Wheels on the Bus (Pudgy Board Book),Jerry Smith,1991,Grosset & Dunlap
277965,0486285537,9,100 Best-Loved Poems (Dover Thrift Editions),Philip Smith,1995,Dover Publications
277965,0517705869,8,The Law of Similars,Christopher A. Bohjalian,1999,Harmony Books
277965,0525462325,6,Pooh (Giant Board Book),A. A. Milne,1999,Dutton Books
277965,0671240862,10,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values and Spiritual Growth",M. Scott Peck,1978,Simon & Schuster
277965,0679433740,0,Paradise,Toni Morrison,1998,Alfred A. Knopf
277965,0679445048,0,"Song of Solomon (Everyman's Library, 216)",TONI MORRISON,1995,Unknown Publisher - Being Researched
277965,0679457526,9,Into Thin Air : A Personal Account of the Mount Everest Disaster,JON KRAKAUER,1997,Villard
277965,0684808943,8,The Good Life,Ben Bradlee,1995,Simon & Schuster
277965,0684874350,10,ANGELA'S ASHES,Frank McCourt,1996,Scribner
277965,0688151981,9,We Are Our Mothers' Daughters,Cokie Roberts,1998,William Morrow
277965,0688170412,0,My Big Girl Potty (rpkg),Joanna Cole,2000,HarperCollins
277965,0743204735,9,Bush at War,Bob Woodward,2002,Simon & Schuster
277965,0761107363,10,97 Ways to Make A Baby Laugh,Jack Moore,1997,Workman Publishing
277965,0785263950,10,"In, But Not Of : A Guide to Christian Ambition",Hugh Hewitt,2003,Nelson Books
277965,0786866845,9,Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole,Dr. Jerri Nielsen,2001,Miramax
277965,0786867434,6,Girl in the Mirror: Mothers and Daughters in the Years of Adolescence,Nancy L. Snyderman,2002,Hyperion
277965,0786881852,7,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion
277965,0895261901,10,Bias: A CBS Insider Exposes How the Media Distort the News,Bernard Goldberg,2001,Regnery Publishing
277965,0937921556,8,Fit & Pregnant: The Pregnant Woman's Guide to Exercise,Joan Marie Butler,1995,Acorn Publishing
277965,096665370X,8,"Ducks, Ducks",Theodocia Swecker,1998,Ducks Publishing
277965,1573221112,0,The Art of Happiness: A Handbook for Living,Dalai Lama,1998,Penguin Putnam
277965,1888387408,5,Little Bits of Wisdom : A Collection of Tips and Advice from Real Parents,Josie Bissett,2001,Compendium Publishing & Communications
277969,0446527785,8,A Bend in the Road,Nicholas Sparks,2001,Warner Books
277975,0440216818,9,Daybreak,Belva Plain,1995,Dell Publishing Company
277978,0385503008,0,Stay: A Novel,NICOLA GRIFFITH,2002,Nan A. Talese
277978,0896083535,7,"Talking Back: Thinking Feminist, Thinking Black",South End Press,1998,South End Press
277982,0312964919,7,Biggie and the Mangled Mortician (Dead Letter Mysteries),Nancy Bell,1998,St. Martin's Press
277982,0373240007,0,"Pride Of Jared Mackade (The Mackade Brothers/) (Silhouette Special Edition, No 1000)",Nora Roberts,1995,Silhouette
277982,0373264089,0,Dead Weight (Worldwide Library Mysteries),Steven Havill,2002,Worldwide Library
277982,0373264119,0,Pumpkin Seed Massacre (Worldwide Library Mysteries),Susan Slater,2002,Worldwide Library
277982,0380718669,0,Tigers Burning: A Duffy House Mystery,Crabbe Evers,1995,Harper Mass Market Paperbacks (Mm)
277982,0394749170,0,Body Sense: Exercise for Relaxation,Margit Haxthausen,1987,Pantheon Books
277982,0425147711,10,All Shall Be Well,Deborah Crombie,1997,Berkley Publishing Group
277982,042516408X,0,Death of a Blue Lantern,Christopher West,1998,Berkley Publishing Group
277982,0425172600,0,An Antidote for Avarice (Prime Crime Mysteries),Caroline Roe,1999,Berkley Publishing Group
277982,0446401064,8,The Redbird's Cry (Molly Bearpaw Mysteries),Jean Hager,1995,Warner Books
277982,0449000346,0,Murder Ole!,Corinne Holt Sawyer,1998,Fawcett Books
277982,0449007200,0,Give the Dog a Bone,Leslie O'Kane,2002,Fawcett Books
277982,0451206274,7,Mrs. Malory and the Delay of Execution,Hazel Holt,2002,Signet Book
277982,0517478595,0,Portable Walt Whitman,Walt Whitman,1985,Random House Value Publishing
277982,0553283960,10,"How to Get Out of Debt, Stay Out of Debt and Live Prosperously",Jerrold Mundis,1990,Bantam Books
277982,0671535153,0,BLUE MOON (Gideon Lowry Mystery),John Leslie,1999,Pocket
277982,0743420373,8,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,2000,Pocket
277982,0786706503,0,Beyond the Grave,Marcia Muller,1999,Carroll & Graf Publishers
277982,0812561864,0,Cat on a Hyacinth Hunt : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1999,Forge Books
277982,1853260282,5,Emma (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company
277984,0345384369,0,Intensity,DEAN KOONTZ,1996,Ballantine Books
277984,0345386108,10,Winter Moon,Dean R. Koontz,1995,Ballantine Books
277984,0345407288,0,My American Journey,Colin L. Powell,1996,Ballantine Books
277984,0425153975,0,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group
277984,0425194736,0,Agent 146: The True Story of a Nazi Spy in America,Erich Gimpel,2003,Berkley Publishing Group
277984,0440206154,0,Red Dragon,Thomas Harris,2000,Dell Publishing Company
277984,0441860532,0,The Vatican Connection,Richard Hammer,1983,Ace Books
277984,0446603589,0,Absolute Power,David Baldacci,1996,Warner Books
277984,0446611778,10,Last Man Standing,David Baldacci,2002,Warner Vision
277984,0515087491,10,The Corps: Semper Fi/Bk 1 (Corps (Paperback)),W. E. B. Griffin,1988,Jove Books
277984,0515101486,10,Special Operations (Badge of Honor Novels (Paperback)),W. E. B. Griffin,1995,Jove Books
277984,0515104175,10,Counterattack (The Corps Book 3),W. E. B. Griffin,1990,Jove Books
277984,0515123293,0,The Last Heroes (Men at War (Paperback Jove)),W. E. B. Griffin,1998,Jove Books
277984,0553203630,0,Big Sky,Alfred Bertram Jr. Guthrie,1982,Bantam Books
277984,0786004797,0,Replica,Lionel Saben,1997,Pinnacle Books
277984,0804115699,0,"Dancing With the Devil: Sex, Espionage, and the U.S. Marines : The Clayton Lonetree Story",Rodney Barker,1996,Ivy Books
277984,0875962564,0,Your Family Will Love It!: Quick and Healthy Weekday Meals for the Hard-To-Please,Jean Rogers,1995,St Martins Pr
277984,1593080549,10,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories (Barnes & Noble Classics),Robert Lewis Stevenson,2003,Barnes &amp; Noble Books-Imports
277987,0385503857,0,Oryx and Crake,Margaret Atwood,2003,Nan A. Talese
277988,157174259X,10,The Whittler: A Novel,E. L. Pace,2001,Hampton Roads Publishing Company
277989,1558745157,6,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications
277992,0486280500,9,A Portrait of the Artist As a Young Man (Dover Thrift Editions),James Joyce,1994,Dover Publications
277992,0855642440,6,Upsurge,John Mewton Harcourt,1986,Intl Specialized Book Service Inc
277996,0002240114,6,The Dixon Cornbelt League and other baseball stories,W. P Kinsella,1993,HarperCollins
277996,0679440526,6,Cuba and the Night: A Novel,Pico Iyer,1995,Random House Inc
277997,067976402X,8,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA
277998,0394529197,0,God Knows,Joseph Heller,1984,Random House Inc
278002,0312958455,0,The Last Coyote (Last Coyote),Michael Connelly,1996,St. Martin's Press
278002,0345314980,0,Berlin Game,Len Deighton,1990,Ballantine Books
278002,0345377370,0,The Spy Who Came in from the Cold,John Le Carre,1996,Ballantine Books
278002,0345384733,0,Red Square,Martin Cruz Smith,1993,Ballantine Books
278002,0373825013,0,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin
278002,0394484347,0,Six Men,Alistair Cooke,1977,Random House Inc
278002,0425046656,0,Four Hundred,Stephen Sheppard,1980,Penguin Putnam~mass
278002,0425105113,0,Harry's Game,Gerald Seymour,1987,Berkley Pub Group
278002,0440155029,0,Marathon Man,William Goldman,1984,Dell Publishing Company
278002,044651652X,0,The Bridges of Madison County,Robert James Waller,1992,Warner Books
278002,044651747X,0,Puerto Vallarta Squeeze,Robert James Waller,1995,Warner Books
278002,0451124340,0,Different Seasons,Stephen King,1983,Penguin Putnam~mass
278002,0515123447,0,Killing Floor,Lee Child,1998,Jove Books
278002,0553202189,0,Serpico,Peter Maas,1974,Bantam Books (Mm)
278002,0671672878,9,WINDS OF WAR,Herman Wouk,1989,Pocket
278002,0684846675,0,A CORNER OF THE VEIL : A Novel,Laurence Cosse,1999,Scribner
278002,0880703156,0,The Lie of the Good Life: Fifty Women Tell the Truth,Alice Slaikeu Lawhead,1989,Multnomah Pub
278002,0895294834,0,"The complete & up-to-date fat book: A guide to the fat, calories, and fat percentages in your food",Karen J Bellerson,1991,Avery Pub. Group
278002,0937382000,0,Rhinoceros Success,Scott Alexander,1980,Rhinos Pr
278007,0060928336,0,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
278007,0316601950,6,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books
278007,034543479X,8,A Widow for One Year,JOHN IRVING,2001,Fawcett
278007,0374480095,8,Tuck Everlasting,Natalie Babbitt,1985,"Farrar, Straus and Giroux (BYR)"
278007,0446364495,0,The Bridges of Madison County,Robert James Waller,1995,Warner Books
278007,0446670251,6,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books
278007,0804115761,7,Thousand Acres,JANE SMILEY,1996,Ivy Books
278007,0821766570,5,The Guest List,Fern Michaels,2000,Zebra Books
278007,1551669110,6,Beyond The Threshold,Linda Lael Miller,2002,Mira
278008,0142001848,0,The Escher Twist: A Homer Kelly Mystery,Jane Langton,2003,Penguin Books
278008,0446518581,0,Border Music,Robert James Waller,1995,Warner Books
278009,0441892604,0,Winds of Darkover,Marion Zimmer Bradley,1985,Ace Books
278012,0061056200,6,Ground Zero (The X-Files),Kevin Anderson,1995,Harper Mass Market Paperbacks (Mm)
278012,006251279X,0,The Pilgrimage,Paulo Coelho,1995,HarperSanFrancisco
278012,0140134212,9,House of glass: A novel (Penguin international writers),Pramoedya Ananta Toer,1992,Penguin Books
278012,0140433139,0,Moll Flanders (Penguin Classics),Daniel Defoe,1989,Penguin Books
278014,044022165X,0,The Rainmaker,JOHN GRISHAM,1996,Dell
278017,0771087004,5,Judith,Aritha Van Herk,1978,McClelland and Stewart
278017,0930345037,8,Datamyte Handbook: A Practical Guide to Computerized Data Acquisition for Statistical Quality Control/90960,Datamyte,1989,Datamyte Corporation
278017,093393114X,5,Becoming the Best: How to Gain Company-Wide Commitment to Total Quality,Barry Popplewell,1990,Hitchcock Pub Co
278019,0060196300,6,U.S.S. Seawolf,Patrick Robinson,2000,HarperCollins Publishers
278019,0446610038,0,1st to Die: A Novel,James Patterson,2002,Warner Vision
278019,0671002384,9,Ancient Blood:  Day of Honor #1 (Star Trek The Next Generation),Diane Carey,1997,Star Trek
278019,0671002406,9,"Her Klingon Soul (Star Trek Voyager: Day of Honor, Book 3)",Michael Jan Friedman,1997,Star Trek
278019,0671004247,9,"Treaty's Law (Star Trek: Day of Honor, Book 4)",Kristine Kathryn Rusch,1997,Star Trek
278019,0671006754,9,"Armageddon Sky (Star Trek Deep Space Nine: Day of Honor, Book 2)",L. A. Graf,1997,Star Trek
278019,0743203631,0,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone
278020,0192717529,0,Raider,Susan Gates,1997,Oxford University Press
278021,0671755145,0,Long Ago In France : The Years In Dijon (Destinations),M.F.K. Fisher,1992,Touchstone
278022,0440439884,0,Island of the Blue Dolphins,SCOTT O'DELL,1971,Random House Children's Books
278023,0449003795,0,P Is for Peril,Sue Grafton,2002,Ballantine Books
278023,1558747281,5,Chicken Soup for the Golden Soul: Heartwarming Stories for People 60 and over (Chicken Soup for the Soul (Audio Health Communications)),Jack Canfield,2000,Health Communications
278024,0375757597,1,Normal Girl : A Novel,MOLLY JONG-FAST,2001,Villard
278024,0743203178,0,Nothing Like It In the World : The Men Who Built the Transcontinental Railroad 1863-1869,Stephen E. Ambrose,2001,Simon & Schuster
278026,0060008350,7,The Shadows of Power: A Novel,James W. Huston,2002,William Morrow & Company
278026,0060572965,9,Dead Witch Walking,Kim Harrison,2004,HarperTorch
278026,0061009059,8,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch
278026,0061020028,8,"Lord of Emperors (Sarantine Mosaic, Book 2)",Guy Gavriel Kay,2001,Eos
278026,0061031410,8,Courting Trouble,Lisa Scottoline,2003,HarperTorch
278026,0061059900,0,"Sailing to Sarantium (Sarantine Mosaic, Book 1)",Guy Gavriel Kay,2000,Eos
278026,0061094129,8,Legal Tender,Lisa Scottoline,1997,HarperTorch
278026,0312983433,8,The Viking Funeral (A Shane Scully Novel),Stephen J. Cannell,2002,St. Martin's Paperbacks
278026,0345440064,8,Death of a Stranger,ANNE PERRY,2003,Fawcett
278026,0345447867,0,The Apprentice,Tess Gerritsen,2003,Ballantine Books
278026,0380731851,5,Mystic River,Dennis Lehane,2002,HarperTorch
278026,0380820889,8,Blindsighted,Karin Slaughter,2002,HarperTorch
278026,0385333676,0,The First Billion,CHRISTOPHER REICH,2002,Delacorte Press
278026,038533558X,9,Gone For Good,HARLAN COBEN,2002,Delacorte Press
278026,0385336667,0,Persuader: A Jack Reacher Novel,LEE CHILD,2003,Delacorte Press
278026,0399142649,8,The Maze,Catherine Coulter,1997,Putnam Publishing Group
278026,0425153975,0,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group
278026,0440221048,8,A Certain Justice: A Novel,John T. Lescroart,1996,Dell Publishing Company
278026,0446527041,8,The Crush,Sandra Brown,2002,Warner Books
278026,0446527912,0,Animosity : A Novel,David Lindsey,2001,Warner Books
278026,0446531588,5,Derailed,James Siegel,2003,Warner Books
278026,0446610607,7,Raveling : A Novel,Peter Moore Smith,2001,Warner Vision
278026,0446611379,0,The Red Room,Nicci French,2002,Warner Vision
278026,0446612510,8,The Fourth Perimeter,Tim Green,2003,Warner Books
278026,0449006522,8,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
278026,0449219364,6,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books
278026,0449221512,5,I Is for Innocent,Sue Grafton,1994,Fawcett Books
278026,0449227545,3,The Hammer of Eden: A Novel,Ken Follett,1999,Fawcett Books
278026,0451179153,8,Violation,Darian North,1999,Signet Book
278026,0451179897,6,House of Smoke,J. F. Freedman,1996,Signet Book
278026,0451188950,8,Tightrope,Deanie Francis Mills,1999,Signet Book
278026,0451202473,7,Bones,Jan Burke,2001,Signet Book
278026,0451204301,8,Impulse,Catherine Coulter,2001,Signet Book
278026,0451206525,8,Dead Sleep,Greg Iles,2002,Signet Book
278026,0515125490,8,Judas Child,Carol O'Connell,1999,Jove Books
278026,0515129038,5,Top Ten,Ryne Douglas Pearson,2000,Jove Books
278026,0515130389,8,Carolina Moon,Nora Roberts,2001,Jove Books
278026,0515135968,8,Shadow Game,Christine Feehan,2003,Jove Books
278026,0553581929,0,Special Circumstances,SHELDON SIEGEL,2001,Bantam
278026,0553582364,6,A Traitor to Memory,Elizabeth George,2002,Bantam Books
278026,0671001795,8,Two for the Dough,Janet Evanovich,1996,Pocket
278026,0671013939,0,The Assistant,J. Patrick Law,2001,Pocket
278026,0671658301,9,FANCY PANTS,Susan Elizabrth Phillips,1989,Pocket
278026,0671891537,9,Betrayal,Gwen Hunter,1994,Pocket Books
278026,0684810387,8,MOONLIGHT BECOMES YOU,Mary Higgins Clark,1996,Simon & Schuster
278026,068815333X,7,Prayers for Rain,Dennis Lehane,1999,William Morrow & Company
278026,0743206045,7,Daddy's Little Girl,Mary Higgins Clark,2002,Simon & Schuster
278026,0743417836,5,The Bomber,Liza Marklund,2001,Atria
278026,0786866195,0,Buried Evidence,Nancy Taylor Rosenberg,2000,Hyperion Press
278026,0786889667,5,The First Victim,Ridley Pearson,2000,Hyperion
278026,0786889845,0,Conflict of Interest,Nancy Taylor Rosenberg,2003,Hyperion
278026,0805060251,7,Easy Money,Jenny Siler,1999,Henry Holt & Company
278026,0812528042,9,A Flame in Byzantium,Chelsea Quinn Yarbro,1988,Tor Books (Mm)
278026,0812575911,0,Elixir,Gary Braver,2001,Tor Books
278026,1551664976,0,Cause For Alarm,Erica Spindler,1999,Mira
278026,1551667517,7,Forbidden Fruit (Mira),Erica Spindler,2003,Mira
278026,1551669609,0,All Fall Down,Erica Spindler,2002,Mira
278026,1551669625,6,Shocking Pink,Erica Spindler,2002,Mira
278030,0805044272,8,An Experiment in Love,Hilary Mantel,1996,Henry Holt & Co
278034,0875847706,10,The Art of Possibility: Transforming Professional and Personal Life,Rosamund Stone Zander,2000,Harvard Business School Press
278043,3442724937,0,Ein trÃ?Â¼gerisches Bild.,Caroline Llewellyn,1999,Btb Bei Goldmann
278044,0061092800,7,For My Daughters,Barbara Delinsky,1996,HarperTorch
278044,0312878737,0,Wild Turkey,Michael Hemmingson,2001,Forge
278044,0312971362,0,Sis Boom Bah,Jane Heller,2000,St. Martin's Press
278044,0345441133,0,Summer Island,KRISTIN HANNAH,2002,Ballantine Books
278044,0446516864,0,Secret Admirer,Patricia Bourgeau,1995,Warner Books
278044,0451204948,0,A Day Late and a Dollar Short,Terry McMillan,2002,Signet Book
278044,0525942998,6,Double Delight,Rosamond Smith,1997,Penguin USA
278044,0553564528,7,Guilty as Sin,TAMI HOAG,1997,Bantam
278044,0684834154,0,LEAVING ALVA : A NOVEL,Victoria Lipman,1998,Simon & Schuster
278048,0316569321,7,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown"
278048,0345435168,5,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books
278054,0099245027,0,The Testament,John Grisham,1999,Trafalgar Square
278054,1842322753,2,An Old Captivity,Nevil Shute,2000,House of Stratus
278056,0812571991,6,Legacies : A Repairman Jack Novel (Repairman Jack),F. Paul Wilson,2000,Forge Books
278058,0590975986,0,Romeo & Juliet (Scholastic),William Shakespeare,1969,"Scholastic, Inc."
278063,0452281253,7,Anthem,Ayn Rand,1999,Plume Books
278064,0060172703,0,The Path to Power,Margaret Thatcher,1995,Harpercollins
278064,0283073381,6,Bruce: The Autobiography,Bruce Forsyth,2001,Pan Macmillan
278064,0340765429,0,Trowel and Error,Alan Titchmarsh,2002,Trafalgar Square
278064,0725107251,8,From strength to strength: An autobiography,Sara Henderson,1993,Pan MacMillan Publishers Australia
278064,0747277567,0,Clock This-My Life As Inventor,Trevor Baylis,1999,Trafalgar Square
278064,0751519782,0,Time for Bed,David Baddiel,1997,Time Warner Paperbacks
278064,0953771407,0,The Unfair Advantage,Mike Breslin,2000,Rough Diamond Media Limited
278065,1882663128,8,Moon Missions: Mankind's First Voyages to Another World,William F. Mellberg,1997,"Plymouth Press, Ltd"
278066,0062737465,8,"Healthy Child, Whole Child: Integrating the Best of Conventional and Alternative Medicine to Keep Your Kids Healthy",Stuart H. Ditchek,2002,HarperResource
278069,0099244527,7,Judas Child,Carol O'Connell,1999,Arrow
278070,0201354705,4,Flash 4! Creative Web Animation (3rd Edition),Derek Franklin,1999,Addison-Wesley
278074,0312246501,0,Jacqueline Bouvier Kennedy Onassis: A Life,Donald Spoto,2000,St Martins Pr
278075,044900371X,7,The Orchid Thief (Ballantine Reader's Circle),Susan Orlean,2000,Ballantine Books
278075,0452282152,8,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books
278079,0385486804,8,Into the Wild,Jon Krakauer,1997,Anchor
278079,0440236053,5,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
278079,0440413737,0,Frozen Stiff,Sherry Shahan,1999,Yearling Books
278085,0374270325,7,A Man in Full,Tom Wolfe,1998,Farrar Straus & Giroux
278089,0425076695,8,Heretics of Dune,Frank Herbert,1985,Penguin Putnam~mass
278089,0553802135,0,May There Be a Road,Louis L'Amour,2001,Bantam Books
278089,0892966548,0,Killer Market: A Deborah Knott Mystery (Deborah Knott Mysteries (Hardcover)),Margaret Maron,1997,Warner Books Inc
278092,8440657285,0,La Vida Despues de Dios,Douglas Coupland,1996,Ediciones B
278094,0761128093,8,Rambam's Ladder: A Meditation on Generosity and Why It Is Necessary to Give,Julie Salamon,2003,Workman Publishing
278095,0553210416,7,The Aeneid of Virgil (Bantam Classics),ALLEN MANDELBAUM,1981,Bantam
278096,0440236053,0,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
278098,0307126293,10,Little Critter at Scout Camp (A Golden Look-Look Book),MERCER MAYER,1998,Golden Books
278100,0061054143,0,The X-Files: Goblins,Charles Grant,1994,HarperEntertainment
278100,0312980191,0,Naked Came the Phoenix,Marcia Talley,2002,St. Martin's Minotaur
278100,0345423348,0,Vitals,Greg Bear,2003,Ballantine Books
278100,0425144062,8,Witches' Bane,Susan Wittig Albert,1994,Berkley Publishing Group
278100,0451160916,8,The Shining,Stephen King,1997,Signet Book
278100,0671876864,0,INDISTINGUISHABLE FROM MAGIC,Robert L. Forward,1995,Baen
278100,0812549287,2,A Wizard in Chaos (Rogue Wizard),Christopher Stasheff,1999,Tor Books
278104,0804111359,0,Secret History,DONNA TARTT,1993,Ballantine Books
278106,0140244824,9,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
278106,0375702709,0,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA
278107,0446605239,8,The Notebook,Nicholas Sparks,1998,Warner Books
278110,0671870998,8,The Wedding,Julie Garwood,1996,Pocket Books
278111,0375412123,5,A Multitude of Sins,RICHARD FORD,2002,Knopf
278111,0670032107,0,Bible Code II: The Countdown,Michael Drosnin,2002,Viking Books
278111,0743431014,0,Songs of the Humpback Whale : A Novel in Five Voices,Jodi Picoult,2001,Washington Square Press
